,x,y
235,this accident was completely my fault i was trying to balance a shipping box with one hand steer with one hand and was not wearing a helmet i braked too hard fell off my bike and lightly cut the top of my head on the ground i learned a big lesson th,2.0
236,skate boarder crashed into me because he was talking on a cell phone and not paying attention,1.0
237,bicycle ran over my feet when i was trying to cross the street i hurt my back trying to jump away,3.0
238,bicyclist was riding like an idiot and not obeying any signs and was in a huge hurry,2.0
239,bike swerved to avoid pothole and hit my van,2.0
240,had to turn sharply to avoid a pedestrian and hit the back of a parked car while turning,0.0
241,car turning right and did not see me,2.0
242,there is a treacherous bit of slick pavement by gilman if you do not come at the right angle it is easy to go down more embarrassing for me than anything else,4.0
243,wind picked up my hat as i was going down a slight hill and when i turned around to grab it i flew off my bike and ate shit,4.0
244,i was coming down the hill from hearst mining circle and when i attempted to sharply turn onto s hall road the turn was a lot sharper then i had envisioned so my bike was going to run into the sidewalk and then the library i started to break but was goin,4.0
245,i was in the crosswalk at oxford and university north side of intersection and crossing with the light i was struck by a car making a left turn and rendered unconscious i suffered a serious concussion and minor physical injuries the car suffered a de,3.0
246,i was walking north toward sather gate a bicyclist ran into me from the pathway going to the east end of campus near barrows i do not know what that is called this area is a known problem area,1.0
247,i was walking west on bancroft and i was clipped by a cyclist riding on the sidewalk bancroft was busy and there were multiple blockages the bike came up on the sidewalk where the parking exit was i was just past that,1.0
248,i was crossing bancroft going west at oxford i started to walk to the crosswalk to the other side of the street there was a little crosswalk to get past cars going right and a cyclist c made the turn and clipped my backpack no big deal but it could,3.0
249,on channing going west crossing telegraph light in my direction turned green crossed intersection when pedestrian stepped off curb in front of me had no time to avoid pedestrian if i had time and veered left i would have crashed into car in west bound,2.0
250,i was west bound on channing in bicycle lane car passed me then crossed in front for parking i hit passenger side of car at 15 20 mph left hand injured required paramedics but not ambulance went to er via private vehicle extreme damage to bike e g,2.0
251,the cyclist hit me from behind and acted like it was my fault this happened at the corner of euclid hearst as i was turning right to go down hill on hearst,2.0
252,car pulled into parking space abruptly cutting me off,2.0
253,car came through a stop sign and hit me,3.0
254,a young man thought he could just speed by and did not leave me enough room,4.0
255,i was riding my bike down university when i got to the point where the lane blocks were a pedestrian walked out in front of me in order to avoid him i went off the road and crashed into a pole,2.0
256,i was riding down hearst and tried to stop at the stoplight i went to put my foot down on the sidewalk missed and fell over,2.0
257,crazy cyclist speeding and weaving hit me you people at cal have to do something to stop this it is an outrage and someone is going to get seriously hurt one day by cyclists do something,4.0
258,i was riding on the pathway near vlsb and there was a large group of people walking toward me i thought i could go between some of the people but they did not see me and one of the guys moved suddenly into my path he then saw me and grabbed my handleba,0.0
259,i was walking to class by dwinelle a cyclist came my way and i tried to dodge him we bumped into each other he said sorry and continued to go on his way,4.0
260,i was walking to class a cyclist was speeding down the hill by vlsb behind and came into contact with me by pushing me out of the way,4.0
261,crossing from south to north across university ave car going south on oxford turned right on red onto university while we had a walk sign,3.0
262,crossing at hearst and oxford i had a walk signal but a truck was trying to make a right turn we made eye contact but i think he misread i continued to cross and he accelerated into the intersection to make a right turn at the same time and had to s,3.0
263,from garage exit on berkely way left onto oxford my attention on on coming car traffic turned into crosswalk with pedestrian there,3.0
264,bancroft and bowditch intersection i was crossing the street cars going north on bowditch and west on bancroft were all stopped for me but a biker did not stop and came westbound on bancroft at high speed and nearly hit me enough to swipe my coat and c,3.0
265,cyclist running through light too fast did not want or could not stop for pedestrians to cross,3.0
266,cyclist running through light too fast did not want or could not stop for pedestrians to cross,3.0
267,people walk on the narrow roadway because there is not a sidewalk in this location,2.0
268,i was cycling down bancroft and a vehicle cut in front of me into a parking place she did not even look first i swerved and the side of her car with my leg but was not injured she did not even realize that she had cut me off,2.0
269,i was crossing cedar going south on the west side of spruce i looked before crossing a driver was travelling north on spruce and made a left turn onto cedar did not see me and ran into me i was on my way to work she apologized saying that her windsh,3.0
270,commuting home after work riding south on college in lead line with 4 other cyclists car opened door suddenly opened broke elbow clavicle and pelvis did not take bowditch bike path because of potholes and car traffic on bancroft never looks right and,2.0
271,i was riding home at night and a car pulled into a driveway in front of me suddenly and without signalling i did not brake in time and slammed into the trunk of the car the car braked almost immediately and i was able to extricate myself from my bike,2.0
272,university ave eastbound left turning traffic at oxford often turns in front of cars exiting campus westbound this causes confusion for drivers and hazards for pedestrians in crosswalks running east west through intersection often witness near miss,3.0
273,pedestrians crossing oxford st at addison on designated cross walks mid block are routinely threatened with being hit by cars bicycles not stopping on oxford st there should be at least 3 way stop signs at this intersection for pedestrian safety,3.0
274,bicyclists coming from behind on the sidewalk when there are people walking in both directions likely going to fast and unwilling to walk the bike rather than ride occurred at least twice,1.0
275,i was biking on a narrow bike pedestrian path on campus the other biker was coming down the hill towards me and could not decide which way to go around me instead of staying to the right as a driver should do he wavered then crashed straight into me a,4.0
276,i was walking to campus in the rain and a car did not see me and bumped me as they stopped at the last minute,3.0
277,to avoid construction work blocking bike lane went up onto sidewalk rode over power washing hose and bicycle flipped sideways onto wet pavement was near telegraph at channing way on way to work,1.0
278,shattuck and center heading towards campus on the north side,3.0
279,my bike chain broke and i fell as the bike lurched i was coming back to campus from lunch in downtown berkeley i was pedalling uphill standing up and my chain broke and i fell over banged my knee and scrapped some hands located near west gate,1.0
280,i was biking home after work i was on a street durant west of telegrahp that did not have a designated bike lane i was uneducated to the berkeley bike boulevards which i now know it must have been summer ish time because it was fully light o,2.0
281,entering university ave w b from campus was struck by e b motorist making left onto oxford,3.0
282,w b hearst between shattuck and oxford,2.0
283,i was crossing the street and the biker was traveling up bancroft against traffic he was attempting to turn and did not stop when people had already started crossing he scraped me and another person,3.0
284,i was crossing the street from the campus side of bancroft to the south west corner of bowditch and bancroft and they did not stop at the stop sign,3.0
285,i was heading westbound on the road between giannini hall the library it had just rained the wooden bridge was slippery i did not anticipate how slippery when i took the curve on the bridge my bike slid out from under me and i fell no one else,1.0
286,i was crossing in the crosswalk and a cyclist zoomed past me super fast just swiped my arm no injury but pretty scary he could have run me over,3.0
287,riding across campus near the law school,1.0
288,i was trying to adjust something maybe a strap so i took my hands off the handle bar for a split second,2.0
289,the car next to me swerved right so i swerved right and my tire hit the uneven joing between the concrete gutter and the asphalt and i flew over my handle bars but was ok just scraped my hands,2.0
290,a small dog was running parallel to me on my right side and then immediately turned left in front of me i swerved to avoid him but ended up slamming him with my front wheel and flipping off my bike,2.0
291,my bike slipped on the wet grating after it rained,4.0
292,a car going west on channing was turning left onto shattuck and i attempted to pass it on the right on my bike i was going west on channing and crossing shattuck in the last second and without signaling the driver changed her mind and decided to turn,3.0
293,i was crossing the street at bancroft and barrow lane where there is no stop sign heading towards sproul hall i was in the middle of the crosswalk when a driver in a large pick up truck entered crosswalk and nearly struck me she had not seen me becaus,3.0
294,riding toward pat brown is slowly and i lifted my hands off the handlebars my front tire probably just tapped a brick edge and turned i fell off backwards landing on my hip and hitting my helmetted head accident was my doing there is no detect,1.0
295,hit pot hole or uneven payment and fell off the bike location just before the roundabout where the fraternities and sororities are located,2.0
296,crashed into a skateboarder he was coming downhill pretty fast and turned into me because he thought i was going to go in a different direction high traffic area lots of pedestrians,4.0
297,riding bicycle from on campus northbound to hearst westbound at north gate sharp drop in pavement from sidewalk to the road caused part of the bike to come loose and wedge in the back wheel causing the bike to fall,3.0
298,it was a result of my own poor biking skills combined with the challenge of stopping a bike while signalling at a four way stop not serious,3.0
299,while turning my bike onto the sidewalk a pedestrian suddenly moved in front of the way while looking the other way to avoid hitting them i turned sharply and fell i simply got back up and kept going,1.0
300,i had a bag hanging from my handlbars and it got caught up between the wheel and the bike frame causing my bike to stop abrubtly,3.0
301,car stopped in the traffic lane when going around the driver side of stopped car the driver unexpectedly makes a u turn and i crash ove rthe hood of the car,2.0
302,i hit the side mirror on a car that was invading the bike lane prior to making a turn,2.0
303,i was biking down roebling and just at before the roebling landfair intersection i my back tire skidded out from under me i always have to swerve a bit on that road to avoid the plethora of potholes and cracks in the road but i think that this incident happened because there was sand on the ground from the construction project up landfair a bit i fell so hard that my bike chain fell off the back tire bent so severely that i could not even roll my bike i hit the back of my head but was fortunately wearing a helmet and had pain in my heel and hip for a week there was 170 worth of damage to my bicycle,3.0
304,on the way home from work traveling via bike on the right side of the road a vehicle to my left opened the passenger side door in front of me i was struck by this open door,2.0
305,got doored by a person exiting a parked car,2.0
306,going from library to dorms around 1am fell on my own from stupidity and probably lack of sleep,4.0
307,i was biking down charles e young between the court of sciences strathmore and fell off at the intersection,3.0
308,lady opened their car door right infront of me while riding a bike tried to avoid it lost balance and crashed into the car,2.0
309,vehicle stopped for red light then proceeded into intersection and stopped i had the green light and rode my bike across intersection but vehicle reversed unexpectedly to back out of intersection driver was not looking and backed in to me,3.0
310,i was riding a bike on a sidewalk the fencing team was practicing in the grass i tried to avoid getting hit with their swords when they turned around onto the sidewalk,1.0
311,as i was biking west on kinross a pedestrian emerged from behind a parked vehicle the ped did not look both ways and noticed me just in time to step back i swerved out of the way and narrowly avoided hitting the pedestrian and losing control of my bicycle we made slight contact but no one was hurt,2.0
312,i was headed south on cy drive near the faculty center a car that stopped in front of me without signaling in any way to drop off a passenger the passenger opened the right hand side door without looking just as i was passing on the right bent the fork on my bike and flattened a tire and i flipped over the handlebars and the car door and landed on the street some scrapes and bruises but nothing broken i think the car door was probably damaged too incidentally this happens all the time cars stopping short and passenger doors opening suddenly without proper attention i have narrowly missed several repeat accidents only because im now much more vigilant about it,2.0
313,hit from behind by a car while on my bicycle traveling to tower building knocked unconscious hit and run woke up in ucla intensive care,2.0
314,on selby and wilshire lady ignored red light and drove into me causing me go out flying out of my bike,3.0
315,this has occurred to me several times biking on westwood plaza on the approach to campus buses must always cut into the right lane to turn right or stop there is no bike lane or any directions so buses and bikes and cars run into each other as drivers and bicyclists attempt to navigate,2.0
316,i was traveling east on charles e young dr and needed to make a unprotected left turn because of the busy traffic hilly conditions and lack of bike lane i got nervous and lost my balance,2.0
317,a car cut me off after the intersection and block my passage i was stuck between moving car on my left and parked car on my right there is no bike lane to cross wilshire blvd on glendon,2.0
318,i was biking past rolfe hall and the sidewalk got very narrow i yelled out excuse me to a girl walking in front of me but she did not move out of the way i was trying to avoid colliding with a small wall and i accidentally clipped her with my bike,1.0
319,shoelace caught in mechanicals of bike went over handlebars,2.0
320,a skateboader veered into me as we both tried to avoid an oncoming forklift,0.0
321,location at the intersection of young and westwood sitting on young on the east side of the street waiting for the light to change so we could go west toward gayley there are three lanes here left turn right turn and the middle lane which is both right turn and straight i was in the middle lane on my bike and a ucla maintenance truck was also in this lane immediately in front of me at the light the light changed we both started to move me straight across the intersection and the truck to the right and the truck cut across my path and i had to fall off my bike to avoid being run over this can be avoided by just making the middle lane straight only rather than straight or right turn,3.0
322,leaving campus on tiverton at 15 mph my front wheel seized up and i flew over the handlebars and landed on the street,2.0
323,i hit a broken piece of roadway lost control of the bike and had to lay the bike down to avoid hitting a parked car i fractured my wrist minor damage to my bike,2.0
324,i was on a motorcycle heading west on wilshire just past veteran i was in the 2 lane a woman in a small dark car must have been in the far right lane which was stopped from turning right west from the exiting 405 wishire west she cut directly across oncoming traffic actually coming east a little to i think get into the left turn lane or she wanted to turn left in any case she cut me off and i was on uneven pavement and went down,2.0
325,lots of traffic no bike lane moved to the right to pass cars but hit the sidewalk,2.0
326,riding to school northbound on westwood i was riding between cars approaching the wilshire light a car half changed lanes in front of me requiring me to stop abruptly and fall against the side of another car pretty gently as i was clipped in to my bike,2.0
327,lack of clearly marked bicycle routes on campus so chose sunset blvd instead traffic and poor road conditions caused the accident,2.0
328,riding sb gayley in bike lane going to santa monica light turns green when im about 3 4 car lengths back from the intersection the first car in the right lane does not start moving until im about half way past it he starts turning and hits my back wheel as im trying to ride past note that there was a break in the bike lane line before the intersection such that if the driver knew he was turning right he should have been in the shoulder lane also no blinker indicating a turn,2.0
329,car attempted to pass me in narrow lane not enough space for both me and car and car bumped me w their rearview mirror,2.0
330,i made a sharp turn to avoid running into two people walking and went over my handle bars into the pavement i was on campus near the kirchhoff hall and i was going to back to the dorms upon finishing a final i ended up with only cuts and bruises to my knees and hands,4.0
331,the driver was trying to turn right and i was riding in the right part of the right lane i attempted to continue to go straight but he abruptly moved to turn right and cut me off i was able to stop and only make slight contact with his car i do not think he even knew what had happened i believe i had the right of way,3.0
332,as described above cut offs and close calls at this intersection are common and twice cars have made contact with my bike,2.0
333,i actually had almost 3 incidents at the exact same place me on the bike on malcolm avenue with no stop sign and car on wilkins with the stop sing i would slow down the car would stop briefly but only automatically i e they would not look on their right i understand their stopping as they see me and go on and when i am in the middle of the cross road they would start going and almost hit me i do have two front lights and the back light in one of this incidents the lady driver did not want to step out and help me and another person watching full incident blocked her car she just ignored us and run away i did not catch her car number to be able to report,3.0
334,riding from home to campus up gayley vehicle turned into me after previously speeding up to pass me in same lane no injuries or damage only shakiness experienced on my part,2.0
335,people zoom by everywhere on campus and in order to minimize my chance of being hit i tried to move over in the lane but there was uneven asphalt i was projected over my handlebars as my wheel caught the asphalt and i cut my hands and face,1.0
336,no bike lane so tried to maneuver on left hand side of car in right lane but car maneuvered left causing there to be no space between me and the car in the left lane this caused me to run into the mirror of the car in the right lane only causing it to flip backward but not break my hand hurt after hitting the mirror,2.0
337,while making a left turn onto tiverton from young dr south the tires of my bike slipped on the steel plate in the intersection and i fell in the middle of traffic although i was hardly moving the plate was wet and very slippery at first i was more embarrassed and thought i did not have any serious injuries but later realized that i severely bruised my rib cage and maybe broke a rib,3.0
338,going down one way street broxton when a car started backing into a parking space without looking in his rearview mirror as i approached very low speed only had his bumper scratched,2.0
339,i was passing a cyclist who unexpectedly turned into my riding path,2.0
340,i was crossing an intersection with stops in the parking structure i had stopped before entering the intersection a car made a sharp turn into the intersection without stopping and hit my rear wheel i did not fall down but the wheel was damaged,0.0
341,i was commuting from my apartment to work and it was around 6am and dark outside coming from veteran wilshire i access the parking lot right across from structure 32 next to kinross rec center as i was crossing the parking lot and tried to turn into the sidewalk my front tire or pedal got stuck with the parking block stopper i fell off my bike and hurt my knees,0.0
342,i rode my bike over what appeared to be a driveway but it has a hazardous bump in it that causes the front wheel of the bike to slam up against it the impact made me fall off my bike but i was wearing a helmet and was not hurt no one else was involved,1.0
343,riding my bike to school,2.0
344,i was biking home from work down midvale on the street wearing a helmet when a travelling perpendicular to me at an intersection failed to yield to me i hit my brakes hard to avoid hitting the car and flipped off my bike,3.0
345,i was riding my bike on the sidewalk which i should not have been doing and swerved to avoid a pedestrian which caused me to fall i was near veteran ave which is not a great place to ride one is bike on the street which is why i chose to be on the sidewalk,1.0
346,riding bike home from work through the parking lot car was going the wrong way in a one way lane and we collided,0.0
347,biking south on gayley and a parked driver opened his door without looking,2.0
348,going on veteran and ohio basically crammed over by drivers onto the sidewalk hit and fell on the sidewalk,2.0
349,car crossed westwood boulevard and drove into the bike lane ran into me in the bike lane the car did not see my bike until it was too late i saw the car and tried to avoid it drivers drive in the bike lane all the time and do not look for bikes,2.0
350,i was checking traffic to change lanes from the bike lane right lane to get into the middle land so that i could make a left turn and the motorist in front of me stopped short my bike hit the back of the truck and i fell over the handle bars of my bike into the street i had been slowing down so was able to lessen the impact of the fall,2.0
351,i was traveling north on tiverton immediately after crossing lindbrook when the driver opened the car door of a parked car i swerved out to avoid it but i could not move too far to the left since there was a moving car on my left passing me the car door clipped me and sent me into the street luckily the car to my left passed and i fell into the middle of the road,2.0
352,biking inbike path women opened car door took me out,2.0
353,was doored person opened door into me their window was broken i was ok as was my bike this street is very narrow and has parked cars on both sides at the time i would ride to the side next to the cars but i have learned and now take the lane and not worry about the drivers any longer,2.0
354,i was riding home after work and riding up an incline and a driver cut right in front of me trying to nab a parking space,0.0
355,i was traveling north on gayley near the dorms the construction site had placed tarps on the chainlink fence set up to cordon off the construction the side walk was closed and there is not really a bike lane in that area it was windy and the tarp was moving in the wind and as i was biking my handle became stuck in one of the holes in the tarp i fell off the bike into oncoming traffic,2.0
356,just brushed a pedestrian no one fell or was hurt in any way,3.0
357,i was biking south down gayley when an oncoming vehicle suddenly turned left onto levering without warning in front of m forcing me to stop short i went over the handle bar and hurt my knees hands and chin,2.0
358,i hit the curb wrong fell while on my way to a morning class,1.0
359,i was traveling southbound on my bicycle in a marked bike lane on westwood blvd the vehicle was also traveling southbound in the lane just to the left of the bike lane the driver veered right and cut across my bike lane in an attempt to park when i was right next to her vehicle she was being inattentive and claimed she did not notice me despite my lights and reflective stickers her vehicle hit me on my left thigh but she was traveling slowly and i was not injured,2.0
360,the accident was in front of the bofa building a driver opened his car door into the traffic lane which clipped my handlebar as i swerved to avoid it sending me out of control into the side of a bus which i bounced off of colliding with a parked car the driver was ok although his door was damaged i had a gash across my palm and arm and a bent up wheel and handlebar i was late to a meeting with my advisor so i left after verifying that the motorist elderly man was ok,2.0
361,there is not a dedicated bike lane when heading north on gayley so i was hugging the side of the road where it was uneven my wheel got stuck against the curb and i was thrown off my bike as a result,2.0
362,i was riding in the bike lane when a car pulled right in front less than 5 feet of me into the bike lane to turn into the in and out burger when i swerved to avoid the car my tire hit a ridge between the road and curb causing my bike to hit the curb and me to crash,2.0
363,i was biking south downhill on westwood and traffic was moving at a crawl so i was passing cars one car turned right into a parking lot only signaling a car length in advance which was not enough time for me to stop from going 25 mph i collided and wound up going to the ground and rolling over and my rear wheel did not survive,1.0
364,riding bike down beverly glen on morning commute front tire blew out from road debris crashed and slide for abou 20 feet on road,2.0
365,while traveling south on glendon i hit the side mirror on a car that was partially in the bike lane waiting to make a turn onto wilshire,2.0
366,i was biking up levering to continue up glenrock the road is paved very poorly and the sidewalk as well as part of the road is blocked off due to construction this does not leave much room for cyclists and cars to share the road especially since students tend to be poor drivers and i have to swerve around to avoid all of the potholes i was just heading up glenrock and a car came up behind me it was going really fast and was really close to me which scared me i overcompensated a bit too far to the right and ran into a parked car there was not much damage because i was going relatively slow it is a huge hill,3.0
367,made a turn and did not see a group of people off the turn deliberately fell to avoid contact,4.0
368,cars merging lanes into bike lane to turn right failure to notice cyclist had to brake hard and lost control,2.0
369,when cycling was permitted on bruin walk i was riding and another cyclist was headed toward me myself on the right side and he was on his left side of the bruin walk i slowed down and went right and he t boned my bike trying to avoid me going the same direction we were going 3 mph not serious,0.0
370,driver attempted to pass the traffic queue on the right in the bike lane i was traveling in the bike lane and the driver struck me from behind,3.0
371,lady in car harassed me because she wanted to go faster and i was in her way on my bike she started to verbally attack me about my race saying i did not belong in this country accident caused a lot of anxiety for me,3.0
372,trying to cross le conte at westwood was stopped on the right side of the lane a car did not see me tried to turn right and bumped into my bike not going fast enough for damage stopped just in time,2.0
373,i rode my bike into the loading dock to enter the building because there is no safe or easy cyclist entry and lost my balance on the slippery cement floor and fell on my hip resulting in a very large bruise but no permanent damage,0.0
374,i was biking across the intersection and was obeying traffic signals there was a walk signal a car emerged out of the exit for the parking garage for the im field and did not stop for the red light and hit the side of my bike i was able to keep my balance and fortunately did not fall,3.0
375,tried taking a corner too fast while heading downhill lack of inexperience,1.0
376,took a corner too sharp leaving the walkway from drake stadium to turn right onto bruin walk the ground was wet and i used my back break my back tire skidded out and i went down nothing serious,4.0
377,too many students and no place to bike around campus no bike lanes so pedestrians give no right of way in order to avoid students had to lay the bike down and choose to crash instead,2.0
378,right before kinross westwood curves to the right and one of the forward lanes kinda turns into a right turn lane this transition is poorly marked road paint and signage so frequently as i bike north on westwood cars will cut me in an effort to quickly make it into or out of this right turn lane hard to describe but take a look and you might see what i mean same as previous incident car makes contact with my bike going into or out of this right turn lane ca not remember which i have not been hurt but this is the most precarious part of my daily ride to school please fix,2.0
379,i turned off of the road onto the sidewalk at a low speed to get to kaufman hall on the sidewalk a girl who was not paying attention due to cell phone use turned walked into my path we bumped,1.0
380,while riding through the top lot of parking 5 where the meters are ran into one of the many poles pylons sticking up there although i should have been paying closer attention there really are a lot of poles obstructions sticking out of the ground in that lot that can be a hazard to bicyclists or pedestrians,0.0
381,i was travelling east on wilshire to work riding on the street near the curb wearing my helmet a car passed too close to me so the passenger mirror hit my bike handle bar knocking me the car kept driving,2.0
382,bicyclist was heading east on wilshire on the sidewalk blew a yellow light and immediately tried to turn going north on gayley into my traffic lane,3.0
383,i got doored by a car where they open their car door and you hit it with your bike because they are not looking properly,2.0
384,riding se on westwood towards santa monica to go to a restaurant motorist came up behind me and hit me on the leg with their right side mirror mirror ripped off of car i did not fall but chased the individual down and chewed him out,2.0
385,i was biking north on westwood and traffic was moving slowly so i was naturally passing it one car drove forward into a parallel parking spot right as i was passing him without signaling but i managed to get past him and the only contact was him grazing my bike rack,2.0
386,car dropped of person at curb paused to look at person then turned and veered sharply into me on my bicycle,2.0
387,foot slipped off of pedal and i went down shocked and embarrassed more than anything,3.0
388,cyclist turning left from charles e young wb to westwood blvd sb at a protected green left turn phase driver rolling right stop from charles e young dr eb to westwood sb brushed rear bumper against my front bike tire,2.0
389,car swerved into bike lane to turn,2.0
390,i ran a stoplight and hit a car crossing the street i had minor injuries and did some damage to the car i agreed to pay for damages turned out to be about 1k it was very expensive,3.0
391,i was going forward in front of a lady is car and she sped up in front of me when her side mirror pushed up on me the bike lane in that area is not clearly visible so cars tend to get very close to cyclists there,3.0
392,two pedestrians were crossing against the light there were no cars talking to each other they seemed to be turning to the right so i went left to avoid them one quickly turned to the left and walked into my bike,3.0
393,i was looking behind myself for my riding partner and hit a change in terrain and lost control of the bike this one was mostly my fault,1.0
394,garbage in the streets in front of some of the frat houses obstructed path of the very narrow area for bicycles to ride in and to avoid it i had to move into traffic and then to avoid a car i had to voluntarily lay the bike down to avoid serious injury with larger stationary objects like cars i stopped riding my bike to school after this campus is not bike friendly,2.0
395,i was waiting on the left lane to turn onto wilshire the driver behind me accelerated and hit my rear wheel,3.0
396,i hit a pothole and the biked flipped forward throwing me to he ground,2.0
397,immediately following accident 3 attempting to ride to the emergency room like an idiot hit a sharp pavement sidewalk transition that was in construction and crashed,1.0
398,driver attempted to pass me and turn right into wholefoods as i was headed north while the right lane was closed,2.0
399,i was riding on the sidewalk at low speed as there are not any adequate bikeways in this area a pedestrian stepped into the path as i came around a corner i made a glancing blow to the pedestrian and went off the path into the grass very minor,1.0
400,speeding cyclist hit me from behind knocked me down kept riding,1.0
401,the driver did not look both ways before pulling out of lot 2 she just looked to her left to be sure there was not traffic coming she was making a right turn and started to pull out she did not see me in front of the passenger side of her car,1.0
402,crossing the street person on bike ran into me,3.0
403,walking from 200 mp to lot 8 cyclist came frome behind going fast the sidewalk was crowded with several pedistrians cyclist yelled watch it while trying to pass instead of getting off sidewalk or just getting off bike and walking until safe to ride as he passed he tried breaking and manuevering around me and one other person but instead ended up in grassy area and used me to steady himself,1.0
404,a group of us was crossing at the intersection we had a green light a cyclist did not stop for his red light and plodded right into our group knocking several of us down,3.0
405,i was exiting the ucla shuttle and the biker was trying to squeeze between the bus and a parking sign on the side walk,1.0
406,north side of wilshire in front of the wells fargo building on sidewalk,0.0
407,woman was turning onto westwood as i was finishing walking across the street she was on cell phone and jumped the curb her car barely glanced off the bag i was carrying i e she grazed me she then drove off after hitting another curb this was by structure 2,3.0
408,crossing from lot 2 to the geology building car ran stop sign,3.0
409,i was walking in the busy area near ackerman and a cyclist hit me,1.0
410,a car made a right turn on red while i was crossing the intersection and brushed me as it went by i slammed my hand down on the car is trunk as it went by and it honked at me as it drove away i flipped the driver the bird,3.0
411,the driver clearly was too impatient to let people cross the crosswalk even though there was a walk sign she hit my leg and continued driving it does not even look like she noticed she was either an employee or student at ucla as she did have a ucla parking permit,3.0
412,i was crossing the street at a four way stop the driver of the car came to a stop looked one way and then started to drive while i was walking in front of her car i reached out and hit the hood of her car her bumper hit my leg and then she stopped,3.0
413,i was crossing with the walk sign on broxton and weyburn when a car decided not to stop for the red light fortunately the driven was coasting through the light hit me with his left front bumper knocked me off my feet bruised my legs and said im sorry as he drove away,3.0
414,car making left turn went when i was in the intersection no contact but missed me by a few inches close enough for me to back up and i could have hit the car with my hand,3.0
415,fell in middle of street while crossing at signal within walking lines and with use of light to cross,3.0
416,hit by bike when crossing from lot 2 to geology building,3.0
417,trying to cross the street and a car turning right almost hit me i had the green and they did not see me,3.0
418,the second paragraph,1.0
419,same as accident number one,3.0
420,walking from lot 36 to wilshire center cars pull into pedestrians and block their paths i have had cars pull right into me several times and have witnessed too many incidents just like this to recount,3.0
421,car pulling into drive way made left impatiently cutting their car very close to a group of pedestrians myself included injury was mostly fear but the car was no more than a few inches away from us,1.0
422,i was walking out of the same parking structure and a cyclist came down strathmore towards westwood at a high rate of speed and collided with me the collision did not stop the cyclist who kept going and i was not terribly damaged other than the strap to my bag breaking with only scrapes on my left hand and bruises on my butt,1.0
423,i was walking n on gayley at lindbrook when a car in wb lane of lindbrook went to make a right on red without stopping,3.0
424,just bumped into a biker on bruinwalk,4.0
425,struck by a skateboarder on the sidewalk,1.0
426,crossing the intersection car ran red light and almost hit a few pedestrians,3.0
427,hit by skateboarder riding on sidewalk at excessive rate of speed,1.0
428,bicyclist ran into me walking on bruin walk near ackerman,1.0
429,this area is really dangerous as well more stop signs and crosswalks need to be implemented,2.0
430,i was walking on the sidewalk and the car coming out of the target parking lot hit me with the rearview mirror once i walked past the driveway,1.0
431,girl on scooter hit me on the sidewalk,1.0
432,i was walking across from the ucla medical center headed uphill to campus just about at the ucla northbound campus shuttle stop two elderly gentlemen one on a walker and the other assisting him were also walking slowly together on the sidewalk beside me other pedestrians were also clumped in front of ahd behind me a young male bicyclist riding on the sidewalk against traffic at about 10 mph and recklessly weaving through the clumps of pedestrians clearly saw all three of us who were at that point in a ragged line across the sidewalk instead of slowing down or diverting he barrelled straight at us because of the three people about to get hit i was the most mobile i dodged onto the grass and twisted my already damaged knee so the dangerous bicyclist did not plow straight into the elderly man on the walker at that speed he could easily have permanently maimed or killed the man i admit i turned around and yelled slow down you fucking asshole but because the bicyclist had gotten what he wanted a clear path without any regard to the other human beings in his way he did not stop to engage i would have called the police and filed charges on him if he had,1.0
433,crossing hilgard from strathmore car driving north on hilgard could not see me crossing by the time saw me had to slam on brakes,3.0
434,stopped at cross walk on west side of murphy hall waited for north bound traffic to stop got to middle of cross walk car started forward with me about 3 feet from the car i yelled the car stopped the driver shrugged i crossed the rest of the way over the crosswalk,0.0
435,the cyclist was not paying attention to where she was biking and i tried to walk to the side but she turned into me thinking that i was in front of her,0.0
436,the cyclist was biking on the sidewalk and i jumped out of the way to avoid collision,1.0
437,skateboarder bumped me form behind to get past and my foot landed in the planter causeing me to contact the brick wall ankle was sore for a few days twisted it,1.0
438,cyclist ignored stop sign at pedestrian crossing,0.0
439,had a near miss with a car moving through the crosswalk at leconte westwood blvd,3.0
440,driver of vehicle sped around corner nb glendon to eb lindbrook was not looking but slammed on brakes as he saw me in xwalk in front of him the front left bumper of his mercedes sl came up on my right leg i was not hurt but shaken i am lucky to be alive it happened so fast,3.0
441,student walking his bicycle through b level of ackerman backed into me totally without looking or paying attention,0.0
442,skateboarding on bruinwalk should be a more serious crime than bicycling they have no brakes and are typically unable to control their speed,1.0
443,walking on sidewalk to work and the pavement of the path was cracked and uprooted by tree obstucting my ability to step over huge crack in sidewalk,1.0
444,crossing the street with patients in scooters car turned right in front of us when we were trying to cross the street we had the green but were delayed because the scooters were having a hard time getting over the bumps and cracks in the street and curb cut,3.0
445,same as accident number one,3.0
446,skateboarder on sidewalk,1.0
447,cyclist ran red light while i was crossing,3.0
448,hit by driver in crosswalk while i was crossing with the legal walk sign inattentive hit and run fortunately i was only grazed not injured,3.0
449,bicyclist ran into me in front of the anderson school,1.0
450,while crossing the intersection the car turned left in front of me and knocked the box i was carrying out of my hand,3.0
451,skateboarder barreling out of control down bruin walk nearly hit me swerved leapt off skateboard board hit other pedestrians skater grabbed board and ran off,1.0
